Country,CountryID,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Canada,124,8,640.2,9,328.8,10,385.8,10,926.0,10,974.1,11,962.7,12,810.4,13,649.2,15,281.8,17,751.8,14,716.8,16,369.1,18,675.6,19,271.7,20,607.3,22,018.5
Mexico,484,4,984.5,5,323.9,5,436.7,5,658.9,6,455.2,7,371.4,8,387.4,9,316.3,10,168.8,10,832.1,11,286.2,13,394.4,15,649.6,16,037.2,17,314.3,19,230.3
China,156,940.6,1,065.3,1,162.7,1,492.0,1,984.2,2,319.4,2,691.3,3,475.4,4,014.5,4,635.8,4,019.4,4,652.5,5,332.4,5,604.1,5,647.6,5,755.5
India,356,926.2,966.3,855.2,922.3,992.0,1,099.9,1,099.8,1,143.0,1,172.1,1,493.0,1,249.5,1,676.9,2,920.6,5,361.6,4,110.9,4,154.8
France,250,1,940.1,1,819.1,1,781.7,2,024.6,2,364.2,2,464.8,2,650.0,2,951.4,3,387.3,3,377.8,2,744.3,3,010.9,3,482.7,3,701.2,3,891.6,4,084.2
Chile,152,1,169.0,1,379.4,1,362.3,1,504.4,1,710.3,1,831.0,2,070.0,2,444.6,2,584.7,2,750.9,2,626.0,2,650.2,3,006.1,3,171.1,3,873.7,4,074.1
Italy,380,1,358.6,1,469.5,1,478.6,1,707.0,1,992.3,2,212.1,2,483.4,2,648.6,2,900.4,3,091.1,2,785.2,2,911.9,3,338.4,3,410.2,3,663.3,3,953.5
Brazil,76,1,207.5,986.5,839.6,947.7,1,285.1,1,435.3,1,730.9,2,725.3,2,495.0,2,521.0,2,040.4,2,567.3,3,962.5,4,153.2,3,801.8,3,746.6
Australia,36,1,162.8,1,437.8,1,583.5,1,718.0,1,917.5,2,252.9,2,226.7,2,223.9,2,378.8,2,154.9,2,062.7,2,063.4,2,099.7,2,360.2,2,420.6,3,485.0
Indonesia,360,878.1,843.1,794.3,837.5,961.8,1,147.4,1,333.5,1,404.7,1,486.6,1,969.0,1,773.3,1,967.6,2,307.8,2,282.7,2,559.2,3,306.2
Vietnam,704,270.1,451.3,573.5,727.9,883.5,847.6,944.2,1,010.4,1,199.8,1,345.8,1,259.3,1,635.3,2,090.0,2,204.6,2,519.9,3,099.3
Thailand,764,1,860.9,2,059.4,1,873.1,1,662.8,1,840.9,1,865.0,2,032.0,2,366.7,2,439.0,2,834.6,2,890.5,3,279.0,3,635.4,3,270.2,3,031.7,2,963.8
Ireland,372,328.0,330.9,322.3,335.6,1,232.9,1,877.8,2,283.2,2,287.8,2,281.4,2,372.6,2,087.6,2,146.7,2,244.7,2,282.0,2,513.5,2,664.2
United Kingdom,826,1,110.4,1,109.5,1,056.1,1,105.8,1,166.4,1,288.9,1,297.8,1,332.7,1,485.9,1,502.1,1,476.4,1,613.0,1,768.8,1,884.6,2,021.3,2,137.9
New Zealand,554.0,802.3,906.4,980.0,1,032.5,1,098.8,1,360.9,1,396.2,1,343.1,1,333.4,1,386.5,1,256.2,1,389.2,1,568.8,1,714.2,1,711.8,2,072.3
Netherlands,528,1,063.7,1,228.8,1,302.5,1,452.2,1,584.9,1,610.1,1,582.0,1,776.0,1,946.6,1,849.1,1,671.8,1,836.5,1,899.8,1,882.4,1,853.7,1,902.6
Ecuador,218,924.9,653.8,691.2,765.5,836.4,803.4,878.9,965.6,989.6,1,086.4,1,252.5,1,261.9,1,564.2,1,486.7,1,576.8,1,891.3
Peru,604,233.8,201.2,206.8,243.3,287.9,365.4,458.6,587.8,693.5,826.8,836.7,1,013.5,1,395.6,1,334.7,1,404.1,1,760.3
Guatemala,320,620.9,632.7,550.1,604.5,687.0,703.8,826.0,813.6,942.3,1,154.5,1,151.5,1,222.5,1,656.5,1,788.6,1,607.4,1,759.6
Spain,724,692.6,656.2,629.2,708.5,827.0,867.3,942.9,1,007.9,1,086.5,1,137.2,1,017.8,1,163.4,1,238.0,1,314.2,1,351.8,1,691.5
Colombia,170,798.9,737.6,587.9,605.2,638.8,692.8,938.0,933.8,933.0,1,154.2,1,156.6,1,325.8,1,777.6,1,443.3,1,443.7,1,668.9
Germany,276,626.4,643.1,616.8,657.5,751.8,863.8,947.9,1,024.5,1,142.4,1,229.9,1,107.4,1,191.2,1,419.5,1,440.7,1,554.7,1,582.4
Costa Rica,188,794.1,796.0,780.3,782.7,831.1,862.7,895.0,1,104.3,1,188.7,1,185.5,1,043.0,1,206.1,1,351.3,1,455.0,1,415.0,1,501.1
Argentina,032,648.3,651.9,607.4,574.9,532.2,583.5,749.1,881.4,966.2,1,096.5,977.0,1,060.6,1,479.6,1,544.1,1,655.7,1,391.0
Philippines,608,567.4,549.8,503.8,523.7,604.4,661.2,712.6,768.4,848.6,1,055.4,841.8,1,011.8,1,510.6,1,336.1,1,146.3,1,331.8
Malaysia,458,274.5,234.2,204.8,224.5,305.9,498.7,557.6,668.6,953.6,1,603.3,1,180.6,1,512.4,2,103.1,1,628.5,1,283.6,1,260.7
Switzerland,756,127.0,122.3,115.9,149.6,179.5,208.2,210.4,232.6,344.8,638.9,602.0,609.0,710.2,783.8,910.9,1,029.6
Cote d'Ivoire,384,270.2,234.3,205.4,254.3,373.8,427.6,561.4,422.7,396.9,575.1,585.4,724.1,807.9,681.0,754.7,895.9
Honduras,340,214.3,332.1,311.1,319.0,307.3,358.5,403.4,385.0,458.3,512.4,457.7,515.2,713.3,784.7,692.3,747.3
Japan,392,403.7,409.2,365.9,386.3,413.7,435.7,480.8,501.9,533.4,617.6,620.3,650.2,688.0,697.7,685.8,710.4
Belgium-Luxembourg,056,138.7,129.3,151.4,153.0,184.3,240.4,280.9,329.0,347.7,373.6,326.5,406.8,510.6,542.3,542.4,637.3
Nicaragua,558,142.6,192.7,157.9,163.9,169.0,212.2,227.0,278.0,317.1,385.2,354.2,467.9,544.3,576.8,452.1,628.9
Turkey,792,164.0,131.9,140.6,138.3,198.8,190.8,219.3,251.9,300.2,318.5,297.2,325.8,365.5,400.6,535.0,577.7
Denmark,208,347.9,396.0,385.1,393.2,437.3,422.5,385.8,346.9,360.2,360.7,387.8,399.9,454.5,416.8,525.1,576.6
South Korea,410,158.1,176.9,187.8,203.6,209.0,229.8,264.8,273.0,291.0,318.3,322.8,380.3,433.6,457.8,521.2,549.3
Austria,040,40.7,63.7,107.5,103.5,191.6,338.6,437.6,714.7,579.7,343.4,343.9,406.4,482.5,551.1,534.9,536.7
Norway,578,181.8,178.1,143.8,156.3,169.2,156.8,171.2,206.6,237.9,225.6,364.5,544.4,392.3,335.6,375.8,474.1
Sweden,752,247.8,252.0,313.0,344.2,365.8,387.2,427.7,387.3,431.1,438.0,442.6,455.7,462.3,436.0,421.0,438.8
Poland,616,98.3,117.2,139.8,179.1,214.9,223.3,219.1,214.5,247.3,271.7,271.0,296.4,294.7,343.7,348.4,398.1
Taiwan,158,336.5,299.3,297.2,232.8,230.8,254.9,258.8,245.4,260.7,309.3,274.3,290.8,346.4,359.8,365.6,385.0
